"","EIN","Year","Assets","Liabilities"
"11673","74-2477108",2013,38209403,13035157
"11674","74-2477108",2014,39238367,11477382
"11675","74-2477108",2015,37989062,10593831
"11676","74-2477108",2016,36394966,11162313
"11677","74-2477108",2017,37263603,10016139
"11678","74-2477108",2018,40650782,9151690
"11679","74-2477108",2019,45032453,15019575
"11680","74-2477108",2020,48595985,12348627
"11681","74-2477108",2021,51909678,13098699
"11682","46-0341255",2009,8949217,2071373
"11683","46-0341255",2010,9350600,2132977
"11684","46-0341255",2011,9463601,2121116
"11685","46-0341255",2012,9613999,2223464
"11686","46-0341255",2013,11973659,3667271
"11687","46-0341255",2014,12672441,4280276
"11688","46-0341255",2015,13541119,4513754
"11689","46-0341255",2016,18363149,6944095
"11690","46-0341255",2017,19053609,7370903
"11691","46-0341255",2018,18783122,7135746
"11692","46-0341255",2019,18902921,6642481
"11693","46-0341255",2020,25580426,13705779
"11694","46-0341255",2021,27415990,10456360
"11695","33-1029318",2009,821644,118015
"11696","33-1029318",2010,1593680,914114
"11697","33-1029318",2011,1358234,729896
"11698","33-1029318",2012,1162643,719824
"11699","33-1029318",2013,1439074,440241
"11700","33-1029318",2014,2338377,586097
"11701","33-1029318",2015,3491413,959408
"11702","33-1029318",2016,4984011,1252311
"11703","33-1029318",2017,4995587,1242470
"11704","33-1029318",2018,5221983,1296012
"11705","33-1029318",2019,4647290,1298678
"11706","33-1029318",2020,4420616,1161676
"11707","33-1029318",2021,6607585,1042534
"11708","33-1029318",2022,6827696,980846
"11709","81-0587644",2009,1933105,1205734
"11710","81-0587644",2010,2487833,1473117
"11711","81-0587644",2011,4224450,3430178
"11712","81-0587644",2012,4327682,3185795
"11713","81-0587644",2013,4418787,3354887
"11714","81-0587644",2014,4424845,3225888
"11715","81-0587644",2015,4487990,3527067
"11716","81-0587644",2016,4945253,3510935
"11717","81-0587644",2017,6367853,5136904
"11718","81-0587644",2018,6273401,5263108
"11719","81-0587644",2019,6768187,5475732
"11720","81-0587644",2020,8612582,7026506
"11721","81-0587644",2021,13035699,10404941
"11722","81-0587644",2022,13304991,10079550
"11723","77-0597067",2009,1639049,728491
"11724","77-0597067",2010,1986837,613457
"11725","77-0597067",2011,1890641,596716
"11726","77-0597067",2012,1792296,510854
"11727","77-0597067",2013,1838081,508613
"11728","77-0597067",2014,1750506,490964
"11729","77-0597067",2015,1862288,471649
"11730","77-0597067",2016,1831558,471687
"11731","77-0597067",2017,2049471,523768
"11732","77-0597067",2018,3222784,442590
"11733","77-0597067",2019,4421838,1347412
"11734","77-0597067",2020,5742118,1430940
"11735","77-0597067",2021,6128526,823488
"11736","77-0597067",2022,6519894,788283
"11737","27-0056777",2009,1669963,409066
"11738","27-0056777",2010,2144389,635944
"11739","27-0056777",2011,2029542,551923
"11740","27-0056777",2012,2079767,512202
"11741","27-0056777",2013,1971813,494034
"11742","27-0056777",2014,2796423,485028
"11743","27-0056777",2015,2917245,449678
"11744","27-0056777",2016,3811184,738007
"11745","27-0056777",2017,3941949,731634
"11746","27-0056777",2018,4397391,542849
"11747","27-0056777",2019,4782630,474242
"11748","27-0056777",2020,5781931,1187183
"11749","27-0056777",2021,9000942,2641660
"11750","27-0056777",2022,8622580,1839529
"11751","84-0742145",2009,2540712,343353
"11752","84-0742145",2010,4166202,434810
"11753","84-0742145",2011,5510006,821862
"11754","84-0742145",2012,5194228,581567
"11755","84-0742145",2013,4804228,612466
"11756","84-0742145",2014,5281021,766514
"11757","84-0742145",2015,5998755,1004877
"11758","84-0742145",2016,6443831,1135276
"11759","84-0742145",2017,6448129,1393765
"11760","84-0742145",2018,7629902,1172020
"11761","84-0742145",2019,9925307,2823632
"11762","84-0742145",2020,12754527,5161107
"11763","84-0742145",2021,12157748,2261843
"11764","84-0742145",2022,12806838,1892683
"11765","84-0617567",2008,25186929,9638258
"11766","84-0617567",2009,26669157,9558416
"11767","84-0617567",2010,36453062,10413301
"11768","84-0617567",2011,35314170,7397527
"11769","84-0617567",2012,45267856,15145317
"11770","84-0617567",2013,53920607,21883430
"11771","84-0617567",2014,68121151,24846922
"11772","84-0617567",2015,72379224,21370346
"11773","84-0617567",2016,73651584,20620328
"11774","84-0617567",2017,78392914,20359765
"11775","84-0617567",2018,81423199,20456841
"11776","84-0617567",2019,82098732,19919181
"11777","84-0617567",2020,91806358,25388394
"11778","84-0617567",2021,101706738,23239617
"11779","87-0718984",2009,441955,101726
"11780","87-0718984",2010,1314225,269222
"11781","87-0718984",2011,850998,235762
"11782","87-0718984",2012,1045129,220252
"11783","87-0718984",2013,1407360,186020
"11784","87-0718984",2014,1208317,332006
"11785","87-0718984",2015,814376,268511
"11786","87-0718984",2016,1424102,251147
"11787","87-0718984",2017,1795114,285034
"11788","87-0718984",2018,2530329,302729
"11789","87-0718984",2019,4037331,361955
"11790","87-0718984",2020,5328189,446469
"11791","87-0718984",2021,5806264,481144
"11792","84-0743432",2009,27810158,6442079
"11793","84-0743432",2010,28615349,5332330
"11794","84-0743432",2011,30208170,5452424
"11795","84-0743432",2012,28689218,3711089
"11796","84-0743432",2013,31178035,4074467
"11797","84-0743432",2014,30180885,3259380
"11798","84-0743432",2015,30514963,3493121
"11799","84-0743432",2016,31117856,3935615
"11800","84-0743432",2017,36353844,7328423
"11801","84-0743432",2018,64383468,31942146
"11802","84-0743432",2019,45391786,13098124
"11803","84-0743432",2020,43271577,13481638
"11804","84-0743432",2021,46990882,15786925
"11805","84-0743432",2022,54834686,14417166
"11806","84-1071822",2009,1800307,123048
"11807","84-1071822",2010,2396024,375019
"11808","84-1071822",2011,2896059,239442
"11809","84-1071822",2012,3051400,296136
"11810","84-1071822",2013,3326552,230536
"11811","84-1071822",2014,3039670,56411
"11812","84-1071822",2015,2865809,94359
"11813","84-1071822",2016,3015961,168976
"11814","84-1071822",2017,2719767,152357
"11815","84-1071822",2018,2587676,225743
"11816","84-1071822",2019,2406027,175461
"11817","84-1071822",2020,2450723,171299
"11818","84-1071822",2021,3204822,347062
"11819","84-1071822",2022,2887630,242687
"11820","35-2163112",2008,1033071,275122
"11821","35-2163112",2009,1320763,168134
"11822","35-2163112",2010,1573888,238461
"11823","35-2163112",2011,2312897,301796
"11824","35-2163112",2012,2943746,295848
"11825","35-2163112",2013,3331878,393424
"11826","35-2163112",2014,3449238,280715
"11827","35-2163112",2015,4350280,271017
"11828","35-2163112",2016,5336289,573459
"11829","35-2163112",2017,6524803,1061521
"11830","35-2163112",2018,6270770,794669
"11831","35-2163112",2019,7112567,1078534
"11832","35-2163112",2020,8626348,1260813
"11833","35-2163112",2021,14162131,4250475
"11834","20-5970239",2009,535536,230729
"11835","20-5970239",2010,757999,391774
"11836","20-5970239",2011,566914,108733
"11837","20-5970239",2012,547271,189506
"11838","20-5970239",2013,1077454,483256
"11839","20-5970239",2014,5307151,1307856
"11840","20-5970239",2015,5932242,282302
"11841","20-5970239",2016,6455591,368367
"11842","20-5970239",2017,7536148,379842
"11843","20-5970239",2018,8236605,381946
"11844","20-5970239",2019,8838858,397951
"11845","20-5970239",2020,10598651,1344846
"11846","20-5970239",2021,10995444,374810
"11847","20-5970239",2022,12316579,396383
"11848","46-0418932",2008,2502338,818007
"11849","46-0418932",2009,2168042,604627
"11850","46-0418932",2010,2381787,461152
"11851","46-0418932",2011,2526877,516728
"11852","46-0418932",2012,2805983,325009
"11853","46-0418932",2013,4382578,589218
"11854","46-0418932",2014,5489135,1539798
"11855","46-0418932",2015,7803273,2144676
"11856","46-0418932",2016,7587032,2285835
"11857","46-0418932",2017,7632803,2269385
"11858","46-0418932",2018,6909575,2078399
"11859","46-0418932",2019,7546540,2218225
"11860","46-0418932",2020,7645235,2492148
"11861","46-0418932",2021,10722705,3890904
"11862","81-0350430",2009,150702,114821
"11863","81-0350430",2010,217911,101958
"11864","81-0350430",2011,435175,118382
"11865","81-0350430",2012,328873,135836
"11866","81-0350430",2013,270096,197934
"11867","81-0350430",2014,237847,110625
"11868","81-0350430",2015,164195,139988
"11869","81-0350430",2016,164164,166915
"11870","81-0350430",2017,182439,162170
"11871","81-0350430",2018,173519,122094
"11872","81-0350430",2019,255297,110945
"11873","81-0350430",2020,223481,121929
"11874","81-0350430",2021,811780,199428
"11875","87-0342259",2009,2529991,430272
"11876","87-0342259",2010,2603962,433298
"11877","87-0342259",2011,3019634,408707
"11878","87-0342259",2012,3077941,375691
"11879","87-0342259",2013,3155018,369985
"11880","87-0342259",2014,3423247,510886
"11881","87-0342259",2015,3637000,501650
"11882","87-0342259",2016,4096694,410276
"11883","87-0342259",2017,4263891,551663
"11884","87-0342259",2018,4200419,675427
"11885","87-0342259",2019,4218822,772688
"11886","87-0342259",2020,5155511,810344
"11887","87-0342259",2021,6672308,1219294
"11888","87-0342259",2022,6233351,1180358
"11889","87-0396036",2010,968588,187444
"11890","87-0396036",2011,1199737,73466
"11891","87-0396036",2012,1418128,53372
"11892","87-0396036",2013,1592755,54923
"11893","87-0396036",2014,1695374,51956
"11894","87-0396036",2015,1957549,70308
"11895","87-0396036",2016,2347763,77546
"11896","87-0396036",2017,2660234,73044
"11897","87-0396036",2018,2947099,65638
"11898","87-0396036",2019,3246940,84157
"11899","87-0396036",2020,3537947,67651
"11900","87-0396036",2021,4527532,75138
"11901","87-0396036",2022,4537871,53560
"11902","87-0409346",2009,507484,50483
"11903","87-0409346",2010,617317,78301
"11904","87-0409346",2011,919071,66901
"11905","87-0409346",2012,976067,76612
"11906","87-0409346",2016,1414711,115585
"11907","87-0409346",2017,1495246,129700
"11908","87-0409346",2018,1456195,85358
"11909","87-0409346",2019,1304988,56283
"11910","87-0409346",2020,1564501,205949
"11911","87-0409346",2021,2095173,114940
"11912","87-0409346",2022,3377702,160593
"11913","81-0432169",2009,3830416,1143064
"11914","81-0432169",2010,4349972,1286754
"11915","81-0432169",2011,5299912,1442446
"11916","81-0432169",2012,5395528,1390561
"11917","81-0432169",2013,5706923,1968418
"11918","81-0432169",2014,5188553,1534402
"11919","81-0432169",2015,5202988,1438620
"11920","81-0432169",2016,6081441,1888410
"11921","81-0432169",2017,7067151,1666370
"11922","81-0432169",2018,7930956,1452471
"11923","81-0432169",2019,8850735,1159172
"11924","81-0432169",2020,10474743,1173197
"11925","81-0432169",2021,15287461,2046689
"11926","81-0432169",2022,17812324,1673211
"11927","87-0217443",2009,726221,222561
"11928","87-0217443",2010,752731,283842
"11929","87-0217443",2011,991331,301741
"11930","87-0217443",2012,953928,399096
"11931","87-0217443",2013,908739,322986
"11932","87-0217443",2014,882993,322161
"11933","87-0217443",2015,1059977,346310
"11934","87-0217443",2016,1250562,343098
"11935","87-0217443",2017,1940147,970093
"11936","87-0217443",2018,1827498,762621
"11937","87-0217443",2019,3578061,1022569
"11938","87-0217443",2020,4676815,1750272
"11939","87-0217443",2021,4760060,1126556
"11940","87-0217443",2022,4238604,1224339
"11941","45-0430628",2009,2203661,1413160
"11942","45-0430628",2010,3510644,1954641
"11943","45-0430628",2011,11191197,7922670
"11944","45-0430628",2012,12893654,4105713
"11945","45-0430628",2013,12388151,1615539
"11946","45-0430628",2014,12330420,1762558
"11947","45-0430628",2015,12813085,2388914
"11948","45-0430628",2016,13927433,2786870
"11949","45-0430628",2017,14080496,2779671
"11950","45-0430628",2018,17729079,3476932
"11951","45-0430628",2019,15159736,2165696
"11952","45-0430628",2020,16752232,4602795
"11953","45-0430628",2021,17581330,2159744
"11954","45-0430628",2022,19243943,2635828
"11955","87-0540039",2009,5541053,518720
"11956","87-0540039",2010,5510864,684949
"11957","87-0540039",2011,6157468,768004
"11958","87-0540039",2012,8938195,1223996
"11959","87-0540039",2013,8471419,634303
"11960","87-0540039",2014,8248835,950977
"11961","87-0540039",2015,7885699,1028668
"11962","87-0540039",2016,10435484,1238894
"11963","87-0540039",2017,10411892,1265536
"11964","87-0540039",2018,10417073,1293523
"11965","87-0540039",2019,10188963,1164589
"11966","87-0540039",2020,10435218,1235229
"11967","87-0540039",2021,12111747,1252450
"11968","87-0540039",2022,12857766,1112711
"11969","81-0494674",2009,1011843,237405
"11970","81-0494674",2010,1128365,266193
"11971","81-0494674",2011,1020236,272251
"11972","81-0494674",2021,7217610,1318245
"11973","81-0494674",2022,7215151,1817202
"11974","87-0515716",2008,1596600,606719
"11975","87-0515716",2009,1904091,545274
"11976","87-0515716",2010,2006052,524728
"11977","87-0515716",2011,1799313,428689
"11978","87-0515716",2012,1556435,360352
"11979","87-0515716",2013,1788942,345468
"11980","87-0515716",2014,2237631,765034
"11981","87-0515716",2015,2963031,459736
"11982","87-0515716",2016,3543018,556122
"11983","87-0515716",2017,3831177,665471
"11984","87-0515716",2018,4211340,657120
"11985","87-0515716",2019,4724314,629677
"11986","87-0515716",2020,6921405,790145
"11987","87-0515716",2021,9420926,643724
"11988","84-1244224",2008,4489951,912601
"11989","84-1244224",2009,5298677,1320609
"11990","84-1244224",2010,6624806,947658
"11991","84-1244224",2011,6482717,371818
"11992","84-1244224",2012,6926962,514492
"11993","84-1244224",2013,7485743,858250
"11994","84-1244224",2014,8978905,1148254
"11995","84-1244224",2015,9832789,1000306
"11996","84-1244224",2016,10824314,962436
"11997","84-1244224",2017,11570708,836850
"11998","84-1244224",2018,12663792,949816
"11999","84-1244224",2019,12475767,592182
"12000","84-1244224",2020,14975545,1392998
"12001","84-1244224",2021,17220385,657213
"12002","83-0205887",2009,2675140,1147744
"12003","83-0205887",2010,3083573,1671054
"12004","83-0205887",2011,3053663,1259055
"12005","83-0205887",2012,3117626,1236949
"12006","83-0205887",2013,2945152,1124144
"12007","83-0205887",2014,2932763,1270869
"12008","83-0205887",2015,2825671,1178271
"12009","83-0205887",2016,2984419,1110037
"12010","83-0205887",2017,2538379,1206121
"12011","83-0205887",2018,2308218,1019837
"12012","83-0205887",2019,1948575,652873
"12013","83-0205887",2020,2632710,1094884
"12014","83-0205887",2021,2057751,726833
"12015","87-0560763",2010,13742989,3970712
"12016","87-0560763",2011,17501721,4338844
"12017","87-0560763",2012,27033172,6711775
"12018","87-0560763",2013,28980374,4565151
"12019","87-0560763",2014,32636077,5238212
"12020","87-0560763",2015,39829206,5300923
"12021","87-0560763",2016,46393760,4881570
"12022","87-0560763",2017,66730513,4405114
"12023","87-0560763",2018,71962096,8105139
"12024","87-0560763",2019,68505405,4638244
"12025","87-0560763",2021,95432818,15767424
"12026","84-1420492",2009,3462477,1225759
"12027","84-1420492",2010,3798340,1185914
"12028","84-1420492",2011,3695246,1118799
"12029","84-1420492",2012,4057580,1186130
"12030","84-1420492",2013,4059189,1175740
"12031","84-1420492",2014,4023945,1187712
"12032","84-1420492",2015,4371823,1199131
"12033","84-1420492",2016,4795909,1290699
"12034","84-1420492",2017,5231659,1312128
"12035","84-1420492",2018,5853476,1325301
"12036","84-1420492",2019,5875103,1287578
"12037","84-1420492",2020,8353278,3495439
"12038","84-1420492",2021,10941588,1391752
"12039","84-1420492",2022,13353216,1455895
"12040","87-0569356",2008,3950771,1436818
"12041","87-0569356",2009,4611047,1635755
"12042","87-0569356",2010,5477259,1657059
"12043","87-0569356",2011,5382368,1275699
"12044","87-0569356",2012,5727829,1316851
"12045","87-0569356",2013,9962258,1505886
"12046","87-0569356",2014,9044206,1256933
"12047","87-0569356",2015,9483370,1072624
"12048","87-0569356",2016,10031829,1011557
"12049","87-0569356",2017,10295224,857245
"12050","87-0569356",2018,10876828,804715
"12051","87-0569356",2019,13528798,736093
"12052","87-0569356",2020,15505927,854979
"12053","87-0569356",2021,17688908,727315
"12054","83-0326307",2009,6963622,778266
"12055","83-0326307",2010,6963687,2135256
"12056","83-0326307",2011,6021861,931314
"12057","83-0326307",2012,11222828,1392743
"12058","83-0326307",2013,14570094,1321798
"12059","83-0326307",2014,13587939,1293048
"12060","83-0326307",2015,13285884,1094118
"12061","83-0326307",2016,11712576,1222485
"12062","83-0326307",2017,13322040,1928804
"12063","83-0326307",2018,11824194,2254637
"12064","83-0326307",2019,11244145,2226106
"12065","83-0326307",2020,11321587,1865222
"12066","83-0326307",2021,15331829,3090952
"12067","83-0326307",2022,17377741,884137
