"","EIN","Year","Staff"
"12323","94-2188574","2010","235"
"12324","94-2188574","2011","255"
"12325","94-2188574","2012","253"
"12326","94-2188574","2013","255"
"12327","94-2188574","2014","305"
"12328","94-2188574","2015","312"
"12329","94-2188574","2016","342"
"12330","94-2188574","2017","374"
"12331","94-2188574","2018","373"
"12332","94-2188574","2019","428"
"12333","94-2188574","2020","650"
"12334","94-2188574","2021","0"
"12335","86-0663432","2009","388"
"12336","86-0663432","2010","387"
"12337","86-0663432","2011","425"
"12338","86-0663432","2012","467"
"12339","86-0663432","2013","425"
"12340","86-0663432","2014","425"
"12341","86-0663432","2015","571"
"12342","86-0663432","2016","590"
"12343","86-0663432","2017","592"
"12344","86-0663432","2018","610"
"12345","86-0663432","2019","640"
"12346","86-0663432","2020","676"
"12347","86-0663432","2021","720"
"12348","95-4226189","2009","90"
"12349","95-4226189","2010","89"
"12350","95-4226189","2011","100"
"12351","95-4226189","2012","152"
"12352","95-4226189","2013","197"
"12353","95-4226189","2014","216"
"12354","95-4226189","2015","206"
"12355","95-4226189","2016","236"
"12356","95-4226189","2017","279"
"12357","95-4226189","2018","281"
"12358","95-4226189","2019","303"
"12359","95-4226189","2020","303"
"12360","95-4226189","2021","183"
"12361","95-2931931","2009","52"
"12362","95-2931931","2010","52"
"12363","95-2931931","2011","51"
"12364","95-2931931","2012","55"
"12365","95-2931931","2013","53"
"12366","95-2931931","2014","62"
"12367","95-2931931","2015","57"
"12368","95-2931931","2016","57"
"12369","95-2931931","2017","55"
"12370","95-2931931","2018","58"
"12371","95-2931931","2019","71"
"12372","95-2931931","2020","77"
"12373","95-2931931","2021","72"
"12374","86-0377821","2009","238"
"12375","86-0377821","2010","254"
"12376","86-0377821","2011","290"
"12377","86-0377821","2012","310"
"12378","86-0377821","2013","312"
"12379","86-0377821","2014","378"
"12380","86-0377821","2015","481"
"12381","86-0377821","2016","481"
"12382","86-0377821","2017","581"
"12383","86-0377821","2018","677"
"12384","86-0377821","2018","716"
"12385","86-0377821","2019","781"
"12386","86-0377821","2020","848"
"12387","86-0377821","2021","1028"
"12388","86-0498020","2009","489"
"12389","86-0498020","2010","489"
"12390","86-0498020","2011","499"
"12391","86-0498020","2012","657"
"12392","86-0498020","2013","580"
"12393","86-0498020","2014","580"
"12394","86-0498020","2015","657"
"12395","86-0498020","2016","809"
"12396","86-0498020","2017","976"
"12397","86-0498020","2018","1040"
"12398","86-0498020","2019","1121"
"12399","86-0498020","2020","1229"
"12400","86-0498020","2021","1234"
"12401","95-2810095","2009","1682"
"12402","95-2810095","2010","2058"
"12403","95-2810095","2011","1606"
"12404","95-2810095","2012","2335"
"12405","95-2810095","2013","2601"
"12406","95-2810095","2014","2195"
"12407","95-2810095","2015","3144"
"12408","95-2810095","2016","3144"
"12409","95-2810095","2017","3358"
"12410","95-2810095","2018","3340"
"12411","95-2810095","2019","3492"
"12412","95-2810095","2020","3810"
"12413","95-2833205","2009","956"
"12414","95-2833205","2010","989"
"12415","95-2833205","2011","1071"
"12416","95-2833205","2012","1128"
"12417","95-2833205","2013","1184"
"12418","95-2833205","2014","1330"
"12419","95-2833205","2015","1528"
"12420","95-2833205","2016","1716"
"12421","95-2833205","2017","1892"
"12422","95-2833205","2018","2045"
"12423","95-2833205","2019","2173"
"12424","95-2833205","2020","2316"
"12425","95-2833205","2021","2436"
"12426","20-2509287","2009","11"
"12427","20-2509287","2010","11"
"12428","20-2509287","2011","26"
"12429","20-2509287","2012","23"
"12430","20-2509287","2013","23"
"12431","20-2509287","2014","27"
"12432","20-2509287","2015","29"
"12433","20-2509287","2016","43"
"12434","20-2509287","2017","44"
"12435","20-2509287","2018","52"
"12436","20-2509287","2019","55"
"12437","20-2509287","2020","60"
"12438","20-2509287","2021","60"
"12439","95-3514918","2009","214"
"12440","95-3514918","2010","238"
"12441","95-3514918","2011","240"
"12442","95-3514918","2012","226"
"12443","95-3514918","2013","237"
"12444","95-3514918","2014","240"
"12445","95-3514918","2015","250"
"12446","95-3514918","2016","244"
"12447","95-3514918","2017","246"
"12448","95-3514918","2018","265"
"12449","95-3514918","2019","259"
"12450","95-3514918","2020","243"
"12451","95-3514918","2021","239"
"12452","23-7118361","2009","187"
"12453","23-7118361","2010","187"
"12454","23-7118361","2011","230"
"12455","23-7118361","2012","295"
"12456","23-7118361","2013","295"
"12457","23-7118361","2014","251"
"12458","23-7118361","2015","305"
"12459","23-7118361","2016","327"
"12460","23-7118361","2017","358"
"12461","23-7118361","2018","361"
"12462","23-7118361","2019","389"
"12463","23-7118361","2020","405"
"12464","23-7118361","2021","375"
"12465","94-2503904","2008","206"
"12466","94-2503904","2009","176"
"12467","94-2503904","2010","170"
"12468","94-2503904","2011","193"
"12469","94-2503904","2012","208"
"12470","94-2503904","2013","223"
"12471","94-2503904","2014","241"
"12472","94-2503904","2015","279"
"12473","94-2503904","2016","280"
"12474","94-2503904","2017","387"
"12475","94-2503904","2018","441"
"12476","94-2503904","2019","503"
"12477","94-2503904","2020","562"
"12478","94-2503904","2021","588"
"12479","99-0149797","2009","182"
"12480","99-0149797","2010","177"
"12481","99-0149797","2011","176"
"12482","99-0149797","2012","189"
"12483","99-0149797","2013","192"
"12484","99-0149797","2014","201"
"12485","99-0149797","2015","222"
"12486","99-0149797","2016","225"
"12487","99-0149797","2017","242"
"12488","99-0149797","2018","242"
"12489","99-0149797","2020","251"
"12490","99-0149797","2021","282"
"12491","95-2796316","2009","479"
"12492","95-2796316","2010","532"
"12493","95-2796316","2011","537"
"12494","95-2796316","2012","551"
"12495","95-2796316","2013","582"
"12496","95-2796316","2014","613"
"12497","95-2796316","2015","619"
"12498","95-2796316","2016","680"
"12499","95-2796316","2017","742"
"12500","95-2796316","2018","789"
"12501","95-2796316","2019","830"
"12502","95-2796316","2020","890"
"12503","95-2796316","2021","866"
"12504","94-2905416","2009","140"
"12505","94-2905416","2010","125"
"12506","94-2905416","2011","138"
"12507","94-2905416","2012","154"
"12508","94-2905416","2013","148"
"12509","94-2905416","2014","158"
"12510","94-2905416","2015","180"
"12511","94-2905416","2016","178"
"12512","94-2905416","2017","185"
"12513","94-2905416","2018","194"
"12514","94-2905416","2019","207"
"12515","94-2905416","2020","211"
"12516","94-2905416","2021","198"
"12517","94-2905416","2022","226"
"12518","94-2525145","2009","681"
"12519","94-2525145","2010","815"
"12520","94-2525145","2011","815"
"12521","94-2525145","2012","815"
"12522","94-2525145","2013","944"
"12523","94-2525145","2014","1019"
"12524","94-2525145","2015","1042"
"12525","94-2525145","2016","1143"
"12526","94-2525145","2017","1122"
"12527","94-2525145","2018","1236"
"12528","94-2525145","2019","1582"
"12529","94-2525145","2020","1800"
"12530","94-2525145","2021","1787"
"12531","95-2977147","2009","456"
"12532","95-2977147","2010","451"
"12533","95-2977147","2011","517"
"12534","95-2977147","2012","598"
"12535","95-2977147","2013","667"
"12536","95-2977147","2014","724"
"12537","95-2977147","2015","780"
"12538","95-2977147","2016","816"
"12539","95-2977147","2017","853"
"12540","95-2977147","2018","922"
"12541","95-2977147","2019","977"
"12542","95-2977147","2020","977"
"12543","95-2977147","2021","953"
"12544","33-0056551","2008","175"
"12545","33-0056551","2009","201"
"12546","33-0056551","2010","210"
"12547","33-0056551","2011","199"
"12548","33-0056551","2012","209"
"12549","33-0056551","2013","207"
"12550","33-0056551","2014","219"
"12551","33-0056551","2015","218"
"12552","33-0056551","2016","270"
"12553","33-0056551","2017","297"
"12554","33-0056551","2018","323"
"12555","33-0056551","2019","342"
"12556","33-0056551","2020","338"
"12557","33-0056551","2021","405"
"12558","95-2769432","2009","225"
"12559","95-2769432","2010","268"
"12560","95-2769432","2011","268"
"12561","95-2769432","2012","268"
"12562","95-2769432","2013","240"
"12563","95-2769432","2014","264"
"12564","95-2769432","2015","282"
"12565","95-2769432","2016","310"
"12566","95-2769432","2017","333"
"12567","95-2769432","2018","361"
"12568","95-2769432","2019","373"
"12569","95-2769432","2020","427"
"12570","95-2769432","2021","435"
"12571","23-7050082","2009","184"
"12572","23-7050082","2010","187"
"12573","23-7050082","2011","184"
"12574","23-7050082","2012","213"
"12575","23-7050082","2013","227"
"12576","23-7050082","2014","252"
"12577","23-7050082","2015","280"
"12578","23-7050082","2016","318"
"12579","23-7050082","2017","326"
"12580","23-7050082","2018","326"
"12581","23-7050082","2019","293"
"12582","23-7050082","2020","320"
"12583","23-7050082","2021","308"
"12584","77-0465378","2009","146"
"12585","77-0465378","2010","147"
"12586","77-0465378","2011","0"
"12587","77-0465378","2012","0"
"12588","77-0465378","2013","165"
"12589","77-0465378","2014","166"
"12590","77-0465378","2015","194"
"12591","77-0465378","2016","217"
"12592","77-0465378","2017","243"
"12593","77-0465378","2018","264"
"12594","77-0465378","2019","279"
"12595","77-0465378","2020","275"
"12596","77-0465378","2021","271"
"12597","94-2237120","2009","194"
"12598","94-2237120","2010","194"
"12599","94-2237120","2011","198"
"12600","94-2237120","2012","236"
"12601","94-2237120","2013","270"
"12602","94-2237120","2014","294"
"12603","94-2237120","2015","333"
"12604","94-2237120","2016","401"
"12605","94-2237120","2017","448"
"12606","94-2237120","2018","501"
"12607","94-2237120","2019","584"
"12608","94-2237120","2020","634"
"12609","94-2237120","2021","664"
"12610","33-0473171","2009","227"
"12611","33-0473171","2010","0"
"12612","33-0473171","2011","0"
"12613","33-0473171","2012","0"
"12614","33-0473171","2013","383"
"12615","33-0473171","2014","454"
"12616","33-0473171","2015","508"
"12617","33-0473171","2016","565"
"12618","33-0473171","2017","492"
"12619","33-0473171","2018","689"
"12620","33-0473171","2019","672"
"12621","33-0473171","2020","717"
"12622","33-0473171","2021","692"
"12623","99-0161221","2009","271"
"12624","99-0161221","2010","317"
"12625","99-0161221","2011","274"
"12626","99-0161221","2012","260"
"12627","99-0161221","2013","262"
"12628","99-0161221","2014","295"
"12629","99-0161221","2015","295"
"12630","99-0161221","2016","283"
"12631","99-0161221","2017","283"
"12632","99-0161221","2018","289"
"12633","99-0161221","2019","298"
"12634","99-0161221","2020","293"
"12635","99-0161221","2021","296"
"12636","94-2395606","2009","59"
"12637","94-2395606","2010","53"
"12638","94-2395606","2011","51"
"12639","94-2395606","2012","51"
"12640","94-2395606","2013","50"
"12641","94-2395606","2014","54"
"12642","94-2395606","2015","66"
"12643","94-2395606","2016","69"
"12644","94-2395606","2017","80"
"12645","94-2395606","2018","80"
"12646","94-2395606","2019","87"
"12647","94-2395606","2020","96"
"12648","94-2395606","2021","96"
"12649","99-0303304","2009","94"
"12650","99-0303304","2010","94"
"12651","99-0303304","2011","94"
"12652","99-0303304","2012","109"
"12653","99-0303304","2013","117"
"12654","99-0303304","2014","131"
"12655","99-0303304","2015","142"
"12656","99-0303304","2016","130"
"12657","99-0303304","2017","146"
"12658","99-0303304","2018","155"
"12659","99-0303304","2019","156"
"12660","99-0303304","2020","180"
"12661","99-0303304","2021","168"
"12662","68-0371679","2009","112"
"12663","68-0371679","2010","134"
"12664","68-0371679","2011","141"
"12665","68-0371679","2012","143"
"12666","68-0371679","2013","155"
"12667","68-0371679","2014","138"
"12668","68-0371679","2015","120"
"12669","68-0371679","2016","130"
"12670","68-0371679","2017","176"
"12671","68-0371679","2018","205"
"12672","68-0371679","2019","216"
"12673","68-0371679","2020","187"
"12674","68-0371679","2021","187"
"12675","94-2507342","2009","27"
"12676","94-2507342","2010","45"
"12677","94-2507342","2011","30"
"12678","94-2507342","2012","16"
"12679","94-2507342","2013","18"
"12680","94-2507342","2014","20"
"12681","94-2507342","2015","55"
"12682","94-2507342","2016","47"
"12683","94-2507342","2017","45"
"12684","94-2507342","2018","40"
"12685","94-2507342","2019","47"
"12686","94-2507342","2020","64"
"12687","94-2507342","2021","71"
"12688","68-0437840","2009","138"
"12689","68-0437840","2010","129"
"12690","68-0437840","2011","127"
"12691","68-0437840","2012","170"
"12692","68-0437840","2013","228"
"12693","68-0437840","2014","227"
"12694","68-0437840","2015","265"
"12695","68-0437840","2016","341"
"12696","68-0437840","2017","420"
"12697","68-0437840","2018","448"
"12698","68-0437840","2019","469"
"12699","68-0437840","2020","520"
"12700","68-0437840","2021","573"
"12701","94-3372130","2009","114"
"12702","94-3372130","2010","109"
"12703","94-3372130","2011","120"
"12704","94-3372130","2012","169"
"12705","94-3372130","2013","169"
"12706","94-3372130","2014","185"
"12707","94-3372130","2015","201"
"12708","94-3372130","2016","239"
"12709","94-3372130","2017","251"
"12710","94-3372130","2018","259"
"12711","94-3372130","2019","263"
"12712","94-3372130","2020","270"
"12713","94-3372130","2021","344"
"12714","47-1535937","2015","0"
"12715","47-1535937","2016","0"
"12716","47-1535937","2017","0"
"12717","47-1535937","2018","2"
"12718","47-1535937","2019","2"
"12719","47-1535937","2020","2"
"12720","47-1535937","2021","4"
"12721","95-3246624","2009","90"
"12722","95-3246624","2010","144"
"12723","95-3246624","2011","144"
"12724","95-3246624","2012","152"
"12725","95-3246624","2013","160"
"12726","95-3246624","2014","170"
"12727","95-3246624","2015","182"
"12728","95-3246624","2016","200"
"12729","95-3246624","2017","209"
"12730","95-3246624","2018","186"
"12731","95-3246624","2019","186"
"12732","95-3246624","2020","175"
"12733","95-3246624","2021","110"
"12734","68-0365296","2009","224"
"12735","68-0365296","2010","240"
"12736","68-0365296","2011","289"
"12737","68-0365296","2012","323"
"12738","68-0365296","2013","376"
"12739","68-0365296","2014","376"
"12740","68-0365296","2015","389"
"12741","68-0365296","2016","509"
"12742","68-0365296","2017","578"
"12743","68-0365296","2018","598"
"12744","68-0365296","2019","612"
"12745","68-0365296","2020","634"
"12746","68-0365296","2021","648"
"12747","95-1643332","2009","210"
"12748","95-1643332","2010","186"
"12749","95-1643332","2011","249"
"12750","95-1643332","2012","249"
"12751","95-1643332","2013","265"
"12752","95-1643332","2014","313"
"12753","95-1643332","2015","351"
"12754","95-1643332","2016","381"
"12755","95-1643332","2017","400"
"12756","95-1643332","2018","406"
"12757","95-1643332","2019","412"
"12758","95-1643332","2020","490"
"12759","95-1643332","2021","467"
"12760","23-7068586","2009","232"
"12761","23-7068586","2010","188"
"12762","23-7068586","2011","210"
"12763","23-7068586","2012","194"
"12764","23-7068586","2013","254"
"12765","23-7068586","2014","255"
"12766","23-7068586","2015","286"
"12767","23-7068586","2016","302"
"12768","23-7068586","2017","304"
"12769","23-7068586","2018","297"
"12770","23-7068586","2019","304"
"12771","23-7068586","2020","373"
"12772","23-7068586","2021","389"
"12773","33-0440021","2009","205"
"12774","33-0440021","2010","255"
"12775","33-0440021","2011","366"
"12776","33-0440021","2012","402"
"12777","33-0440021","2013","607"
"12778","33-0440021","2014","786"
"12779","33-0440021","2015","785"
"12780","33-0440021","2016","885"
"12781","33-0440021","2017","1135"
"12782","33-0440021","2018","1392"
